"KNNAGG_ROC","LOF_ROC","COF_ROC","INFLO_ROC","KDEOS_ROC","LDF_ROC","LDOF_ROC","AutoEncoder_ROC","OCSVM_ROC","IsoForest_ROC","STRAY_ROC","KNNAGG_PR","LOF_PR","COF_PR","INFLO_PR","KDEOS_PR","LDF_PR","LDOF_PR","AutoEncoder_PR","OCSVM_PR","IsoForest_PR","STRAY_PR"
0.702911288107663,0.544664927217797,0.507240455918704,0.556794149958802,0.484176737160121,0.522641444658061,0.500051496841527,0.717831639659434,0.869386844273551,0.901675363911013,0.675877162867344,0.303119823451939,0.143745094823231,0.1139831211782,0.113291406332405,0.0917602370505253,0.126573457499827,0.110765554132288,0.244464432622154,0.379514990111298,0.442137631609361,0.293404568124774
