"KNNAGG_ROC","LOF_ROC","COF_ROC","INFLO_ROC","KDEOS_ROC","LDF_ROC","LDOF_ROC","OCSVM_ROC","IsoForest_ROC","STRAY_ROC","KNNAGG_PR","LOF_PR","COF_PR","INFLO_PR","KDEOS_PR","LDF_PR","LDOF_PR","OCSVM_PR","IsoForest_PR","STRAY_PR"
0.912785154752661,0.591581239004157,0.514494854682877,0.486355326656379,0.361732502481743,0.648889849915965,0.503358953441514,0.97910421355769,0.989473477290821,0.833978750380862,0.310227088104035,0.0383915283893505,0.0825179271896673,0.0151190712268944,0.00858769025017593,0.0723862650400066,0.0176450221542211,0.489983620005473,0.693426325757823,0.214973762937944
