"KNNAGG_ROC","LOF_ROC","COF_ROC","INFLO_ROC","KDEOS_ROC","LDF_ROC","LDOF_ROC","AutoEncoder_ROC","OCSVM_ROC","IsoForest_ROC","STRAY_ROC","KNNAGG_PR","LOF_PR","COF_PR","INFLO_PR","KDEOS_PR","LDF_PR","LDOF_PR","AutoEncoder_PR","OCSVM_PR","IsoForest_PR","STRAY_PR"
0.741480183611115,0.673479343749548,0.655103317453192,0.497177920328994,0.505195267814477,0.651963104012511,0.682923587077716,0.763059702573162,0.515222925324722,0.782468613794002,0.749447284206258,0.196904484738605,0.140295981427841,0.121606781693752,0.0928030765466072,0.0860457577685641,0.132692262903154,0.130036423905117,0.219699332829958,0.132026749186044,0.32163702079199,0.199123161805235
