"KNNAGG_ROC","LOF_ROC","COF_ROC","INFLO_ROC","KDEOS_ROC","LDF_ROC","LDOF_ROC","AutoEncoder_ROC","OCSVM_ROC","IsoForest_ROC","STRAY_ROC","KNNAGG_PR","LOF_PR","COF_PR","INFLO_PR","KDEOS_PR","LDF_PR","LDOF_PR","AutoEncoder_PR","OCSVM_PR","IsoForest_PR","STRAY_PR"
0.382626661402816,0.665831030398737,0.589785498091854,0.437199631530465,0.588678773522832,0.546378470851428,0.631843663639953,0.420543492564811,0.50743782076589,0.576290959336755,0.494775628372154,0.0225076364071381,0.0548067564631432,0.0617631421247816,0.0283599788273299,0.0413092349459844,0.0476488966455468,0.0689361429140973,0.0222823254867392,0.0267028358606152,0.0311912225613999,0.0285401279385639
