"KNNAGG_ROC","LOF_ROC","COF_ROC","INFLO_ROC","KDEOS_ROC","LDF_ROC","LDOF_ROC","AutoEncoder_ROC","OCSVM_ROC","IsoForest_ROC","STRAY_ROC","KNNAGG_PR","LOF_PR","COF_PR","INFLO_PR","KDEOS_PR","LDF_PR","LDOF_PR","AutoEncoder_PR","OCSVM_PR","IsoForest_PR","STRAY_PR"
0.839566395663957,0.75230352303523,0.667208672086721,0.475880758807588,0.568021680216802,0.856910569105691,0.559349593495935,0.617344173441734,0.496476964769648,0.487262872628726,0.826829268292683,0.115661783537394,0.101375998825771,0.127828144490953,0.146571423152365,0.0438256268584212,0.17549006833554,0.0531308603871943,0.0530824000133813,0.0662335028482192,0.0402589190491601,0.111282528162846
