"KNNAGG_ROC","LOF_ROC","COF_ROC","INFLO_ROC","KDEOS_ROC","LDF_ROC","LDOF_ROC","AutoEncoder_ROC","OCSVM_ROC","IsoForest_ROC","STRAY_ROC","KNNAGG_PR","LOF_PR","COF_PR","INFLO_PR","KDEOS_PR","LDF_PR","LDOF_PR","AutoEncoder_PR","OCSVM_PR","IsoForest_PR","STRAY_PR"
0.909686666666667,0.880763333333333,0.857606666666667,0.70948,0.62148,0.69494,0.745526666666667,0.791806666666667,0.556973333333333,0.64009,0.915286666666667,0.387382093060184,0.528884149451979,0.428619931050098,0.318706867680584,0.0843493043429128,0.141374842650055,0.241002980401986,0.179641919517466,0.120049783278434,0.0905155528435581,0.410905142630245
