"KNNAGG_ROC","LOF_ROC","COF_ROC","INFLO_ROC","KDEOS_ROC","LDF_ROC","LDOF_ROC","AutoEncoder_ROC","OCSVM_ROC","IsoForest_ROC","STRAY_ROC","KNNAGG_PR","LOF_PR","COF_PR","INFLO_PR","KDEOS_PR","LDF_PR","LDOF_PR","AutoEncoder_PR","OCSVM_PR","IsoForest_PR","STRAY_PR"
0.793178949111152,0.533690734877176,0.518430703006974,0.601846195236026,0.470411829225389,0.634920014072556,0.53192607768879,0.825070673206266,0.762473251795286,0.751242110055669,0.726879927981623,0.337269905906967,0.123171394694097,0.117339600512964,0.122644107926232,0.0834578999691371,0.197630931348748,0.0978359013949187,0.373359323298947,0.254256085213312,0.246103564797609,0.28055916368886
