"KNNAGG_ROC","LOF_ROC","COF_ROC","INFLO_ROC","KDEOS_ROC","LDF_ROC","LDOF_ROC","OCSVM_ROC","IsoForest_ROC","STRAY_ROC","KNNAGG_PR","LOF_PR","COF_PR","INFLO_PR","KDEOS_PR","LDF_PR","LDOF_PR","OCSVM_PR","IsoForest_PR","STRAY_PR"
0.942376950780312,0.772442310257436,0.609310390822996,0.6062424969988,0.456449246365213,0.850606909430439,0.603708149926637,0.893157262905162,0.874549819927971,0.92436974789916,0.528976974993147,0.148107318742424,0.1181864436836,0.113936517802117,0.0629477146276834,0.38186555475323,0.131095002911824,0.259003973587438,0.322225411798523,0.36495959779418
