"KNNAGG_ROC","LOF_ROC","INFLO_ROC","KDEOS_ROC","LDF_ROC","AutoEncoder_ROC","OCSVM_ROC","IsoForest_ROC","STRAY_ROC","KNNAGG_PR","LOF_PR","INFLO_PR","KDEOS_PR","LDF_PR","AutoEncoder_PR","OCSVM_PR","IsoForest_PR","STRAY_PR"
0.883824970022153,0.565839481332439,0.486620734508058,0.354791780988964,0.562789667296709,0.858828526715851,0.878997622096214,0.833556896937179,0.930468467369876,0.301864802732343,0.0339300830477094,0.000664638385463795,0.00025470912263328,0.00727210909895349,0.368694057648355,0.327724760511995,0.0506606637230691,0.353594192350778
