"KNNAGG_ROC","LOF_ROC","COF_ROC","INFLO_ROC","KDEOS_ROC","LDF_ROC","LDOF_ROC","AutoEncoder_ROC","OCSVM_ROC","IsoForest_ROC","STRAY_ROC","KNNAGG_PR","LOF_PR","COF_PR","INFLO_PR","KDEOS_PR","LDF_PR","LDOF_PR","AutoEncoder_PR","OCSVM_PR","IsoForest_PR","STRAY_PR"
0.946808771060153,0.636660730350487,0.56405101559966,0.541284937056689,0.603093004326779,0.684897889241804,0.64910863458608,0.839437947136186,0.883522744658845,0.957527799707468,0.930780717376271,0.237730575127863,0.0427627613109266,0.0320093473858695,0.0317032407389726,0.0527186391739371,0.0532611495423637,0.041241590362395,0.225352132513381,0.189620131069088,0.281593693733395,0.227720757809841
