"KNNAGG_ROC","LOF_ROC","COF_ROC","INFLO_ROC","KDEOS_ROC","LDF_ROC","LDOF_ROC","OCSVM_ROC","IsoForest_ROC","STRAY_ROC","KNNAGG_PR","LOF_PR","COF_PR","INFLO_PR","KDEOS_PR","LDF_PR","LDOF_PR","OCSVM_PR","IsoForest_PR","STRAY_PR"
0.98624466571835,0.882745376955903,0.708591749644381,0.542517780938834,0.614580369843528,0.932475106685633,0.711593172119488,0.695263157894737,0.788243243243243,0.988847795163585,0.692310637181122,0.293456133353063,0.221386833806448,0.0979230667626727,0.0451243613076398,0.426593426001558,0.0938835717143021,0.182978858803247,0.21884013632879,0.742944026932095
