"KNNAGG_ROC","LOF_ROC","COF_ROC","INFLO_ROC","KDEOS_ROC","LDF_ROC","LDOF_ROC","OCSVM_ROC","IsoForest_ROC","STRAY_ROC","KNNAGG_PR","LOF_PR","COF_PR","INFLO_PR","KDEOS_PR","LDF_PR","LDOF_PR","OCSVM_PR","IsoForest_PR","STRAY_PR"
0.795899157423875,0.597681353786178,0.5788152809073,0.48986607496137,0.54024050696177,0.608461892485121,0.611005135424433,0.832638995905821,0.883957056939487,0.780035256583797,0.157190238622967,0.0618020719586119,0.0572732521697548,0.040622347419816,0.0671441391084965,0.0676269996410397,0.0492576740379863,0.190452968101802,0.396788773004834,0.14604577639692
