"filename","IRT","Average","Greedy","GreedyMean","ICWA","Max","Thres","Cor90","Cor80","Cor70"
"auto6_1_C2_P05_V10_CA0",0.502004642329605,0.506267144967293,0.496518252795949,0.49208693817261,0.513272842371808,0.508989238235915,0.504832243089259,8,18,30
"auto6_1_C2_P05_V10_CA1",0.483561932897236,0.487697826545685,0.478877400295421,0.469972568052332,0.511415910529648,0.505423085039038,0.486030808187381,8,18,26
"auto6_1_C3_P02_V01_CA0",0.347143023391132,0.337134877225649,0.359944140579541,0.353078086814849,0.33352728965437,0.324799255207727,0.338240428255557,8,18,30
"auto6_1_C3_P02_V01_CA1",0.33294542069126,0.329105085534738,0.34330268823461,0.33783311998138,0.330617944838822,0.33661119515885,0.302106365646456,8,18,28
"auto6_1_C3_P02_V02_CA0",0.443849645059933,0.466542534621203,0.431514023042011,0.442104038170604,0.506225997905272,0.506575119283137,0.460083789130688,8,18,30
"auto6_1_C3_P02_V02_CA1",0.392528802513674,0.402886070057023,0.408704759688118,0.405562667287327,0.411381356918422,0.413825206563482,0.375538228790876,8,18,26
"auto6_1_C3_P02_V03_CA0",0.523449319213313,0.529151635051786,0.514372163388805,0.522169207494472,0.502502036541371,0.518677993715815,0.519841731642034,8,18,30
"auto6_1_C3_P02_V03_CA1",0.516816013033865,0.538927033632026,0.520772721983009,0.512161061328989,0.5324101012452,0.508902595135575,0.551960898405679,8,18,28
"auto6_1_C3_P02_V04_CA0",0.573257302455487,0.553706505295008,0.547073199115559,0.557314092866287,0.548818806004888,0.59304084720121,0.545676713604096,8,18,30
"auto6_1_C3_P02_V04_CA1",0.587222157570115,0.585360176888165,0.535784941231235,0.561736296985919,0.590829745141394,0.570173396951007,0.581287094146398,8,18,26
"auto6_1_C3_P02_V05_CA0",0.367741184685209,0.348772256487839,0.369137670196672,0.356685674386128,0.348655882695217,0.37821482602118,0.331025253112999,8,18,30
"auto6_1_C3_P02_V05_CA1",0.36599557779588,0.350866984755033,0.354125450948446,0.35191434888863,0.374141743279413,0.380775049458862,0.348772256487839,8,18,26
"auto6_1_C3_P02_V06_CA0",0.404631676946352,0.412079599674153,0.413359711392994,0.410915861747934,0.445944373327127,0.429419294774817,0.413941580356104,8,18,30
"auto6_1_C3_P02_V06_CA1",0.386244617712091,0.3831025253113,0.390317700453858,0.371581519841732,0.40148958454556,0.379844059117887,0.361922495054114,8,18,24
"auto6_1_C3_P02_V07_CA0",0.449784708483649,0.447573606423833,0.441289421622251,0.44734085883859,0.409752123821715,0.394274409403002,0.453275922262307,8,18,30
"auto6_1_C3_P02_V07_CA1",0.444198766437798,0.43698359129524,0.447457232631211,0.448504596764809,0.401024089375073,0.396718259048062,0.420342138950308,8,18,26
"auto6_1_C3_P02_V08_CA0",0.464447806354009,0.471313860118701,0.485162341440708,0.475968811823577,0.501105551029908,0.511346444780635,0.462469451879437,8,18,30
"auto6_1_C3_P02_V08_CA1",0.459560107063889,0.440707552659141,0.4638659373909,0.458745490515536,0.410217618992203,0.478761782846503,0.444198766437798,8,18,24
"auto6_1_C3_P02_V09_CA0",0.434074246479693,0.431863144419877,0.448155475386943,0.448155475386943,0.421854998254393,0.413825206563482,0.425229838240428,8,18,30
"auto6_1_C3_P02_V09_CA1",0.410333992784825,0.401605958338182,0.431397649249389,0.420574886535552,0.400674967997207,0.394041661817759,0.391830559757943,8,18,26
"auto6_1_C3_P02_V10_CA0",0.438263703014081,0.417898289305248,0.475037821482602,0.468753636681019,0.389619457698126,0.479460025602234,0.411497730711044,8,18,30
"auto6_1_C3_P02_V10_CA1",0.443267776096823,0.450948446409869,0.457232631211451,0.460141976026999,0.483533108344001,0.456359827766787,0.403002443849645,8,18,28
"auto6_1_C3_P05_V01_CA0",0.463201922221233,0.461066120850761,0.442644834030435,0.443579247130017,0.458262881552016,0.483314051793183,0.462489988431076,8,18,30
"auto6_1_C3_P05_V01_CA1",0.454302749844264,0.453724303639762,0.467473524962179,0.452211444335677,0.450431609860283,0.446004271602741,0.424735249621785,8,18,26
"auto6_1_C3_P05_V02_CA0",0.518999733024829,0.520601584052683,0.514639138560114,0.511835899261369,0.52287087300881,0.553395034261814,0.519778410607813,8,18,30
"auto6_1_C3_P05_V02_CA1",0.502536264127436,0.508276230310581,0.512814808222835,0.510901486161787,0.507831271691733,0.500111239654712,0.482846845243392,8,18,26
"auto6_1_C3_P05_V03_CA0",0.507430808934769,0.5044050903266,0.511123965471211,0.510456527542938,0.51147993236629,0.526052327133577,0.482268399038889,8,18,30
"auto6_1_C3_P05_V03_CA1",0.498353653110261,0.484915902821038,0.514149684079381,0.488698051081249,0.47574975527276,0.49844264483403,0.47557177182522,8,18,26
"auto6_1_C3_P05_V04_CA0",0.463335409806888,0.45857435258521,0.476995639405535,0.478375011123965,0.449052238141853,0.49650707484204,0.437127347156714,8,18,30
"auto6_1_C3_P05_V04_CA1",0.476328201477263,0.474770846311293,0.475260300792026,0.480644300080093,0.458752336032749,0.490544629349471,0.460287443267776,8,18,26
"auto6_1_C3_P05_V05_CA0",0.475126813206372,0.494838480021358,0.489632464180831,0.489543472457061,0.483936993859571,0.507030346177806,0.495461422087746,8,18,30
"auto6_1_C3_P05_V05_CA1",0.476105722167838,0.478330515262081,0.484782415235383,0.486695737296431,0.455860105010234,0.496128860016019,0.474882085966005,8,18,28
"auto6_1_C3_P05_V06_CA0",0.498798611729109,0.498353653110261,0.484337456616535,0.494349025540625,0.518866245439174,0.513081783394144,0.479954614220877,8,18,30
"auto6_1_C3_P05_V06_CA1",0.503693156536442,0.494571504850049,0.509032659962623,0.492168728308267,0.49577289312094,0.511680163744772,0.482869093174335,8,18,26
"auto6_1_C3_P05_V07_CA0",0.489498976595177,0.480555308356323,0.496974281391831,0.49127881107057,0.467562516685948,0.46996529322773,0.465715938417727,8,18,30
"auto6_1_C3_P05_V07_CA1",0.492257720032037,0.49568390139717,0.51010056064786,0.499110082762303,0.49577289312094,0.494927471745128,0.478842217673756,8,18,26
"auto6_1_C3_P05_V08_CA0",0.542938506718875,0.528922310225149,0.532081516418973,0.529144789534573,0.51285930408472,0.548611729109193,0.523716294384622,8,18,30
"auto6_1_C3_P05_V08_CA1",0.541114176381597,0.534172821927561,0.534929251579603,0.536931565364421,0.52278188128504,0.520067633710065,0.527565186437661,8,18,28
"auto6_1_C3_P05_V09_CA0",0.434991545786242,0.432232802349381,0.417860638960577,0.424357034795764,0.449808667793895,0.442377858859126,0.415747085521047,8,18,30
"auto6_1_C3_P05_V09_CA1",0.418973035507698,0.434546587167393,0.417549167927383,0.418884043783928,0.442377858859126,0.426581827890006,0.419373498264661,8,18,26
"auto6_1_C3_P05_V10_CA0",0.487852629705437,0.474058912521136,0.501868826199164,0.484604431787844,0.456438551214737,0.50560647859749,0.476550680786687,8,18,30
"auto6_1_C3_P05_V10_CA1",0.490789356589837,0.48860905935748,0.494882975883243,0.495060959330782,0.475393788377681,0.473391474592863,0.496039868292249,8,18,28
"auto6_1_C4_P02_V01_CA0",0.506604506604507,0.525563325563326,0.508935508935509,0.540947940947941,0.567676767676768,0.559129759129759,0.501010101010101,8,18,30
"auto6_1_C4_P02_V01_CA1",0.545920745920746,0.541569541569542,0.535508935508936,0.536752136752137,0.54996114996115,0.518104118104118,0.514996114996115,8,18,26
"auto6_1_C4_P02_V02_CA0",0.439316239316239,0.443822843822844,0.458119658119658,0.452369852369852,0.418958818958819,0.407614607614608,0.421600621600622,8,18,30
"auto6_1_C4_P02_V02_CA1",0.419425019425019,0.416317016317016,0.4004662004662,0.445687645687646,0.401087801087801,0.409168609168609,0.429137529137529,8,18,26
