"N","iter","n","V1","V2","V3","V4","V5"
2000,15,5,0.220000000000255,0,0.219999999999345,NA,NA
2000,15,5,0.1899999999996,0,0.190000000000509,NA,NA
2000,15,5,0.220000000000255,0.0200000000000102,0.300000000001091,NA,NA
2000,15,5,0.329999999999927,0.0600000000000023,0.389999999999418,NA,NA
2000,15,5,0.159999999999854,0,0.159999999999854,NA,NA
2000,15,5,0.179999999999836,0,0.170000000000073,NA,NA
2000,15,5,0.170000000000073,0,0.170000000000073,NA,NA
20000,178,5,11.5499999999997,0.340000000000003,12.5599999999995,NA,NA
20000,178,5,12.9400000000001,0.419999999999987,16.7300000000014,NA,NA
20000,178,5,10.79,0.0600000000000023,12.1699999999983,NA,NA
20000,178,5,10.0799999999999,0.0200000000000102,10.130000000001,NA,NA
20000,178,5,9.87999999999965,0,10.0200000000004,NA,NA
20000,178,5,10.0300000000002,0.0200000000000102,10.0900000000001,NA,NA
20000,178,5,10.3000000000002,0.0100000000000193,10.4099999999999,NA,NA
20000,178,5,10.3899999999999,0.0499999999999829,11.1800000000003,NA,NA
20000,178,5,10,0.0300000000000011,10.25,NA,NA
20000,178,5,9.97000000000025,0.0600000000000023,10.3199999999997,NA,NA
20000,178,5,11.0799999999999,0.0300000000000011,12.3400000000001,NA,NA
20000,178,5,10.4699999999998,0.0699999999999932,11.1500000000015,NA,NA
20000,178,5,9.94000000000005,0.0300000000000011,10.4799999999996,NA,NA
20000,178,5,9.82999999999993,0.0400000000000205,10.1599999999999,NA,NA
20000,178,5,9.67999999999984,0.0499999999999829,9.86000000000058,NA,NA
20000,178,5,10.27,0.0300000000000011,10.6200000000008,NA,NA
20000,178,5,10,0.0300000000000011,10.3500000000004,NA,NA
20000,178,5,9.84000000000015,0.039999999999992,10.2600000000002,NA,NA
20000,178,5,11.3800000000001,0.0600000000000023,12.6599999999999,NA,NA
20000,178,5,9.92000000000007,0.0100000000000193,10.1700000000001,NA,NA
2e+05,200,5,120.42,34.56,161.960000000001,NA,NA
2e+05,200,5,96.0300000000002,34.75,134.190000000001,NA,NA
2e+05,200,5,98.4200000000001,36.79,139.219999999999,NA,NA
2e+05,200,5,99.21,34.75,135.939999999999,NA,NA
2e+05,200,5,97.8699999999999,33.88,132.619999999999,NA,NA
2e+05,200,5,101.24,34.78,140.43,NA,NA
2e+05,200,5,103.1,34.59,142.370000000001,NA,NA
2e+05,200,5,92.5500000000002,34.31,128.33,NA,NA
2e+05,200,5,93.1999999999998,33.77,128.24,NA,NA
2e+05,200,5,96.52,33.0799999999999,131.08,NA,NA
15000,52,4,2.41,0,2.5,NA,NA
15000,52,4,2.45,0.0999999999999996,2.58,NA,NA
15000,52,4,2.29,0.0299999999999994,2.45999999999999,NA,NA
15000,52,4,2.22,0.0300000000000002,2.38999999999999,NA,NA
15000,52,4,2.59,0.04,3.3,NA,NA
15000,52,4,3.13,0,3.53,NA,NA
15000,52,4,3.01,0,4.39,NA,NA
15000,52,4,3.4,0.00999999999999979,4.31,NA,NA
15000,52,4,3.38,0.0200000000000005,4.19,NA,NA
15000,52,4,2.95,0.0299999999999994,3.55000000000001,NA,NA
10000,42,4,1.32,0,1.35999999999999,NA,NA
10000,42,4,1.14,0,1.18000000000001,NA,NA
10000,42,4,1.62,0.140000000000001,1.75999999999999,NA,NA
10000,42,4,1.16,0,1.15999999999997,NA,NA
10000,42,4,1.16,0,1.15999999999997,NA,NA
10000,42,4,1.13,0,1.13999999999999,NA,NA
10000,42,4,1.41,0,1.44999999999999,NA,NA
10000,42,4,1.11,0,1.11000000000001,NA,NA
10000,42,4,1.11,0,1.11000000000001,NA,NA
10000,42,4,1.16,0,1.16000000000003,NA,NA
10000,42,4,1.61,0,1.63999999999999,NA,NA
10000,42,4,2.52999999999999,0.0499999999999998,2.72000000000003,NA,NA
10000,42,4,1.27,0.04,1.32999999999998,NA,NA
10000,42,4,1.72,0.12,1.88999999999999,NA,NA
10000,42,4,1.22,0.0199999999999996,1.25999999999999,NA,NA
10000,42,4,1.36000000000001,0.0700000000000003,1.46999999999997,NA,NA
10000,42,4,1.46000000000001,0.0199999999999996,1.5,NA,NA
10000,42,4,1.11999999999999,0,1.13,NA,NA
10000,42,4,1.25,0.0899999999999999,1.36000000000001,NA,NA
10000,42,4,1.39999999999999,0,1.41999999999996,NA,NA
5000,28,4,0.510000000000005,0.0199999999999996,0.560000000000002,NA,NA
5000,28,4,0.420000000000002,0,0.439999999999998,NA,NA
5000,28,4,0.399999999999991,0.0199999999999996,0.439999999999998,NA,NA
5000,28,4,0.560000000000002,0.0899999999999999,0.660000000000025,NA,NA
5000,28,4,0.439999999999998,0,0.439999999999998,NA,NA
5000,28,4,0.439999999999998,0,0.450000000000045,NA,NA
5000,28,4,0.61999999999999,0.0500000000000007,0.670000000000016,NA,NA
5000,28,4,0.409999999999997,0,0.419999999999959,NA,NA
5000,28,4,0.420000000000002,0,0.419999999999959,NA,NA
5000,28,4,0.450000000000003,0,0.45999999999998,NA,NA
5000,28,4,0.439999999999998,0,0.439999999999998,NA,NA
5000,28,4,0.469999999999999,0,0.479999999999961,NA,NA
5000,28,4,0.490000000000009,0,0.580000000000041,NA,NA
5000,28,4,0.460000000000008,0,0.460000000000036,NA,NA
5000,28,4,0.469999999999999,0,0.490000000000009,NA,NA
5000,28,4,0.469999999999999,0,0.45999999999998,NA,NA
5000,28,4,0.470000000000013,0,0.45999999999998,NA,NA
5000,28,4,0.5,0,0.5,NA,NA
5000,28,4,0.450000000000003,0,0.460000000000036,NA,NA
5000,28,4,0.420000000000002,0,0.420000000000016,NA,NA
1e+05,69,4,19.05,5.94,25.44,NA,NA
1e+05,69,4,16.82,6.06,23.19,NA,NA
1e+05,69,4,15.71,6.26,22.58,NA,NA
1e+05,69,4,14.94,5.39,20.45,NA,NA
1e+05,69,4,14.91,6.14,21.28,NA,NA
1e+05,69,4,13.88,6.06,20,NA,NA
1e+05,69,4,15.08,6.59,22.9,NA,NA
1e+05,69,4,14.33,5.7,20.7,NA,NA
1e+05,69,4,15.26,6.5,23.37,NA,NA
1e+05,69,4,14.47,5.91,21.3200000000001,NA,NA
150000,67,4,23.14,9.30000000000001,32.6800000000001,NA,NA
150000,67,4,23.5,8.47,32.1199999999999,NA,NA
150000,67,4,23.37,8.17999999999999,31.6900000000001,NA,NA
150000,67,4,21.29,8.52,29.8900000000001,NA,NA
150000,67,4,22.36,7.83,30.3099999999999,NA,NA
150000,67,4,22.1,8.55999999999999,30.73,NA,NA
150000,67,4,22.87,8.44,31.3900000000001,NA,NA
150000,67,4,23.05,8.40000000000001,31.5,NA,NA
150000,67,4,22.07,8.44,30.5700000000002,NA,NA
150000,67,4,22.34,8.39000000000001,30.8799999999999,NA,NA
175000,67,4,30.27,10.11,40.8099999999999,NA,NA
175000,67,4,25.66,10.45,37.0799999999999,NA,NA
175000,67,4,25.9299999999999,9.11000000000001,35.1100000000001,NA,NA
175000,67,4,24.6900000000001,9.34,34.1400000000003,NA,NA
175000,67,4,27.3100000000001,8.63999999999999,35.9699999999998,NA,NA
175000,67,4,23.5600000000001,9.25,32.9200000000001,NA,NA
175000,67,4,25.98,8.94,34.96,NA,NA
175000,67,4,25.0600000000001,9.75,34.8800000000001,NA,NA
175000,67,4,25.9400000000001,8.81999999999999,34.8099999999999,NA,NA
175000,67,4,26.51,9.66,36.2199999999998,NA,NA
190000,193,4,82.52,32.5,122.23,NA,NA
190000,193,4,72.48,30.29,104.7,NA,NA
190000,193,4,67.53,32.14,103.55,NA,NA
190000,193,4,71.24,32.42,117.46,NA,NA
190000,193,4,75.48,32.46,119.66,NA,NA
190000,193,4,72.7299999999998,31.84,117.12,NA,NA
190000,193,4,73.4200000000001,31.94,110.46,NA,NA
190000,193,4,68.5,29.53,98.3999999999996,NA,NA
190000,193,4,69.8500000000001,28.3000000000001,98.6400000000003,NA,NA
190000,193,4,62.6199999999999,30.4400000000001,93.3900000000003,NA,NA
120000,191,4,41.3799999999999,20.11,62.7700000000004,NA,NA
120000,191,4,43.1699999999998,19.72,65.2199999999993,NA,NA
120000,191,4,45.9499999999998,17.72,63.9499999999998,NA,NA
120000,191,4,46.9099999999999,19.6700000000001,70.6000000000004,NA,NA
120000,191,4,49.02,20.77,79.4200000000001,NA,NA
120000,191,4,44.0599999999999,18.77,64.9399999999996,NA,NA
120000,191,4,41.9099999999999,19.28,62.1599999999999,NA,NA
120000,191,4,42.6899999999998,18.0600000000001,61.2999999999993,NA,NA
120000,191,4,45,18.39,66.1599999999999,NA,NA
120000,191,4,43.26,18.9,63.1199999999999,NA,NA
195000,195,4,73.9699999999998,32.5,107.48,NA,NA
195000,195,4,69.72,30.4499999999999,101.469999999999,NA,NA
195000,195,4,70.1999999999998,31.4399999999999,104.6,NA,NA
195000,195,4,65.3299999999999,31.6900000000001,97.5100000000002,NA,NA
195000,195,4,66.3300000000004,31.63,98.6099999999997,NA,NA
195000,195,4,68.75,29.7099999999999,99.5500000000002,NA,NA
195000,195,4,66.9300000000003,30.5,99.0899999999992,NA,NA
195000,195,4,71.6799999999998,31.1700000000001,103.89,NA,NA
195000,195,4,66.1500000000001,30.8000000000001,97.4600000000009,NA,NA
195000,195,4,70.48,30.6800000000001,101.740000000002,NA,NA
165000,184,4,54.8099999999999,26.28,81.7800000000007,NA,NA
165000,184,4,56.9900000000002,25.4699999999998,82.8099999999995,NA,NA
165000,184,4,59.25,24.49,83.9699999999993,NA,NA
165000,184,4,55.5300000000002,26.4099999999999,82.4099999999999,NA,NA
165000,184,4,57.5500000000002,24.8600000000001,82.7799999999988,NA,NA
165000,184,4,57,25.05,82.2099999999991,NA,NA
165000,184,4,55,25.8500000000001,81.3600000000006,NA,NA
165000,184,4,55.2800000000002,26.1400000000001,81.7299999999996,NA,NA
165000,184,4,53.7600000000002,26.22,80.380000000001,NA,NA
165000,184,4,54.6900000000001,24.8099999999999,79.8299999999999,NA,NA
