"filename","IRT","Average","Greedy","GreedyMean","ICWA","Max","Thres","Cor90","Cor80","Cor70"
"abalone_C1_P05_V03_CA0",0.686754271369656,0.684151745690207,0.675060836599298,0.674779067086759,0.67457158226389,0.642045134352827,0.685076461999539,2,4,30
"abalone_C1_P05_V03_CA1",0.67867260944184,0.665980173672481,0.684200414969646,0.665296242219319,0.66801659878583,0.64039294039294,0.661297676682292,0,6,16
"abalone_C1_P05_V04_CA0",0.748674402520556,0.739739747432055,0.73105100028177,0.735323650708266,0.734296472758011,0.700696739158278,0.731856604933528,2,8,34
"abalone_C1_P05_V04_CA1",0.726324957094188,0.72196009119086,0.715697123389431,0.717900048669279,0.684059530213376,0.691513614590538,0.716297804759343,0,6,14
"abalone_C1_P05_V05_CA0",0.716283716283716,0.70373472681165,0.699853992161684,0.696644381259766,0.704026742488281,0.681725966341351,0.691815876431261,2,4,30
"abalone_C1_P05_V05_CA1",0.675117190501806,0.642291042291042,0.638884192730347,0.64043392504931,0.656522964215272,0.640902687056533,0.624483209098594,0,8,14
"abalone_C1_P05_V06_CA0",0.697417966648736,0.695773457311919,0.680888342426804,0.684179922641461,0.689666743512897,0.664742949358334,0.686029355260125,2,6,34
"abalone_C1_P05_V06_CA1",0.676946130792285,0.663336663336663,0.669258946182023,0.667371090448014,0.667401828940291,0.656031148338841,0.648140321217244,0,8,16
"abalone_C1_P05_V07_CA0",0.767714336945106,0.758123927354697,0.737652091498245,0.743100489254335,0.747567816798586,0.74046722508261,0.750306104152258,2,4,32
"abalone_C1_P05_V07_CA1",0.714774968621122,0.680478495863111,0.681398089090397,0.675829298906222,0.69955941494403,0.684890750275366,0.658563231640155,0,8,18
"abalone_C1_P05_V08_CA0",0.698101898101898,0.687269141115295,0.66811649888573,0.675194036732498,0.679236148466918,0.660080944696329,0.670698532236994,2,4,30
"abalone_C1_P05_V08_CA1",0.665967365967366,0.633284664053895,0.641146033453726,0.632406055482979,0.639931863008786,0.631254642793104,0.618151079689541,0,6,12
"abalone_C1_P05_V09_CA0",0.752836906683061,0.760365275749891,0.746338277107508,0.746906939214632,0.750252311790773,0.699049668280437,0.745040856579318,2,6,30
"abalone_C1_P05_V09_CA1",0.732370193908655,0.712451650913189,0.717646456107995,0.710935218627526,0.677822177822178,0.672865595942519,0.700103742411435,0,4,12
"abalone_C1_P05_V10_CA0",0.687602141448295,0.681538973846666,0.679164425318271,0.673890212351751,0.682248520710059,0.653221137836522,0.66745946361331,2,6,30
"abalone_C1_P05_V10_CA1",0.697487128256359,0.668718461026153,0.70275365659981,0.663572325110787,0.620382181920643,0.670532032070494,0.657875457875458,0,6,14
"abalone_C2_P02_V01_CA0",0.654287003610108,0.642096441464672,0.647195719443012,0.657690820010315,0.606962351727695,0.59927153171738,0.64998710675606,4,16,34
"abalone_C2_P02_V01_CA1",0.700277204744714,0.69043321299639,0.69043321299639,0.690523465703971,0.653577875193399,0.647843604951006,0.687761088189789,8,16,24
"abalone_C2_P02_V02_CA0",0.703977565755544,0.665620165033522,0.701598762248582,0.679641567818463,0.679796286745745,0.612541903042806,0.674954873646209,6,16,30
"abalone_C2_P02_V02_CA1",0.724000773594636,0.72206034038164,0.72206034038164,0.724929087158329,0.679473955647241,0.677307890665291,0.729293450232078,6,16,24
"abalone_C2_P02_V03_CA0",0.692928055698814,0.674742135121197,0.699161939143889,0.686629706034038,0.63678442496132,0.634853661681279,0.676914646725116,4,10,30
"abalone_C2_P02_V03_CA1",0.68676508509541,0.696854048478597,0.696854048478597,0.699806601340897,0.678558535327488,0.683925348117586,0.697466477565756,6,18,22
"abalone_C2_P02_V04_CA0",0.67202810727179,0.665097988653945,0.666728984012378,0.650863847343992,0.630447395564724,0.597105466735431,0.671625193398659,4,10,32
"abalone_C2_P02_V04_CA1",0.664356627127385,0.666032748839608,0.666032748839608,0.666032748839608,0.662944816915936,0.639695074780815,0.662390407426509,6,16,26
"abalone_C2_P02_V05_CA0",0.628468282619907,0.629454615781331,0.657213769984528,0.643559824651882,0.58893759669933,0.594404332129964,0.651598762248582,4,16,32
"abalone_C2_P02_V05_CA1",0.666980402269211,0.66915291387313,0.662261474987107,0.674200618875709,0.642573491490459,0.64041387313048,0.681523981433729,6,16,24
"abalone_C2_P02_V06_CA0",0.64337931923672,0.660069623517277,0.650096699329551,0.654228984012378,0.623207839092316,0.615188241361526,0.667347859721506,4,10,28
"abalone_C2_P02_V06_CA1",0.649207065497679,0.67648272305312,0.67648272305312,0.680801959773079,0.657420061887571,0.662035843218154,0.679789840123775,6,14,22
"abalone_C2_P02_V07_CA0",0.671467251160392,0.681955905105725,0.62939014956163,0.677430376482723,0.653178184631253,0.66173929860753,0.690523465703971,6,16,30
"abalone_C2_P02_V07_CA1",0.687628932439402,0.691645177926766,0.686300928313564,0.701076585869005,0.674735688499226,0.67349793708097,0.693530814853017,6,16,22
"abalone_C2_P02_V08_CA0",0.677385250128932,0.664556472408458,0.684682826199072,0.673762248581743,0.632194430118618,0.630595667870036,0.668695203713254,4,14,32
"abalone_C2_P02_V08_CA1",0.685798091799897,0.688299381124291,0.68236848891181,0.696086900464157,0.662777204744714,0.652475502836514,0.693450232078391,6,16,22
"abalone_C2_P02_V09_CA0",0.6051508509541,0.624026560082517,0.613595925734915,0.613518566271274,0.59116812790098,0.582471634863332,0.64706678700361,4,12,32
"abalone_C2_P02_V09_CA1",0.644391438886024,0.637338834450748,0.637338834450748,0.639375966993296,0.603371583290356,0.600157942238267,0.65882542547705,10,16,24
"abalone_C2_P02_V10_CA0",0.653861526560083,0.650322331098504,0.74266374419804,0.651521402784941,0.593469571944301,0.581975244971635,0.655009025270758,4,10,32
"abalone_C2_P02_V10_CA1",0.63753223310985,0.643456678700361,0.643456678700361,0.645468024755028,0.608148530170191,0.596125580195977,0.659199329551315,6,16,24
"abalone_C2_P05_V01_CA0",0.68279596663762,0.663888958048052,0.666289057637246,0.668559691273497,0.609724884849994,0.613484376945101,0.675706460848998,4,12,28
"abalone_C2_P05_V02_CA0",0.624932154861198,0.600166811900909,0.574340844018424,0.595994024648326,0.562395120129466,0.567835179882983,0.624847504045811,4,16,28
"abalone_C2_P05_V02_CA1",0.62656292792232,0.60654549981327,0.60654549981327,0.623998506162081,0.575525955433835,0.585208514876136,0.623702228308229,6,16,22
"abalone_C2_P05_V03_CA0",0.641740321175152,0.63960164322171,0.652129963898917,0.639554338354289,0.611300883854102,0.597958421511266,0.647940993402216,2,10,28
"abalone_C2_P05_V03_CA1",0.662293041205029,0.658097846383667,0.531519980082161,0.650750653554089,0.641551101705465,0.604070708328146,0.655361633262791,6,16,22
"abalone_C2_P05_V04_CA0",0.619576745923067,0.604755384040832,0.544015934271132,0.59655670359766,0.562268143906386,0.566144653305116,0.608709075065355,4,16,30
"abalone_C2_P05_V04_CA1",0.638433959915349,0.631878501182622,0.631878501182622,0.638663015062866,0.593449520727001,0.592153616332628,0.636462093862816,6,16,24
"abalone_C2_P05_V05_CA0",0.683381053155733,0.681030748163824,0.592423752022906,0.704110544005975,0.650474293539151,0.649617826465828,0.691602141167683,2,14,24
"abalone_C2_P05_V05_CA1",0.706010207892444,0.682076434706834,0.535023030001245,0.674592306734719,0.630130710817876,0.641456491970621,0.687847628532304,6,18,22
"abalone_C2_P05_V06_CA0",0.673013818000747,0.670626167060874,0.60759118635628,0.683948711564795,0.642619195817254,0.639046433461969,0.683343707207768,2,12,24
"abalone_C2_P05_V06_CA1",0.683542885596913,0.677047180380929,0.627675837171667,0.67529192082659,0.665997759243122,0.636399850616208,0.684335864558695,6,14,22
"abalone_C2_P05_V07_CA0",0.632734968255944,0.629333997261297,0.59783393501805,0.609331507531433,0.683943732105067,0.560135690277605,0.641852359019046,4,10,22
"abalone_C2_P05_V07_CA1",0.646376198182497,0.621175152495954,0.620281339474667,0.640074691895929,0.575050417029752,0.580751898419022,0.634131706709822,6,16,24
"abalone_C2_P05_V08_CA0",0.655939250591311,0.641932030374704,0.576706087389518,0.640435702726254,0.596270384663264,0.606866674965766,0.660150628656791,4,16,30
"abalone_C2_P05_V08_CA1",0.666438441429105,0.651681812523341,0.651681812523341,0.657064608489979,0.616021411676833,0.619210755633014,0.663000124486493,6,16,24
"abalone_C2_P05_V09_CA0",0.644249968878377,0.627780405825968,0.60993651188846,0.638028133947467,0.580938628158845,0.60710568903274,0.65152495954189,4,12,28
"abalone_C2_P05_V09_CA1",0.655162454873646,0.6333449520727,0.63047927299888,0.644713058633138,0.600863936262915,0.607543881488858,0.643513008838541,6,16,20
"abalone_C2_P05_V10_CA0",0.661660649819495,0.628778787501556,0.637321050666003,0.643779409934022,0.584302253205527,0.591512510892568,0.639980082161085,4,10,24
"abalone_C2_P05_V10_CA1",0.66566164571144,0.666824349558073,0.685445039213245,0.690043570272625,0.615777418150131,0.612514627162953,0.673656168305739,6,16,24
"abalone_C3_P02_V01_CA0",0.455670202740256,0.42655800691105,0.429179856462799,0.431300292390595,0.428920087958824,0.417375492351932,0.394392020878138,2,12,30
"abalone_C3_P02_V01_CA1",0.48416620351352,0.469800401130899,0.447955682284996,0.471093202522775,0.452776502428533,0.445333832733248,0.452480487156562,2,8,14
"abalone_C3_P02_V02_CA0",0.435819056134161,0.435402218302201,0.444488074813329,0.454033057052413,0.438724838701882,0.446421235773144,0.419338858951743,2,6,28
"abalone_C3_P02_V02_CA1",0.461155546963729,0.443134862141459,0.436205688326124,0.447901312133001,0.417725877775898,0.439975352197762,0.423833458183312,2,8,18
"abalone_C3_P02_V03_CA0",0.446693086533117,0.402182055433391,0.407371384384892,0.413309813208322,0.414602614600198,0.418456854263828,0.361035932629341,2,6,30
"abalone_C3_P02_V03_CA1",0.462255032259623,0.421604281951526,0.416004156296064,0.418009810791871,0.39676920474591,0.419006596911775,0.383533093299181,2,8,20
"abalone_C3_P02_V04_CA0",0.501927119831815,0.470120580914868,0.479194355169997,0.478161322282097,0.474711838194428,0.47114455211077,0.438773167725878,2,6,30
"abalone_C3_P02_V04_CA1",0.489736123528985,0.471932919314694,0.470084334146872,0.473195515066573,0.468181378827055,0.462907474083561,0.472434332938646,2,8,16
"abalone_C3_P02_V05_CA0",0.41135248773651,0.391229490370442,0.39521059372206,0.402671386801344,0.406096706377015,0.411660585264481,0.356100331053814,2,10,30
"abalone_C3_P02_V05_CA1",0.490231496024938,0.461868400067661,0.469172123818959,0.464725853611386,0.453622260348452,0.446699127661117,0.447049513085083,2,8,16
"abalone_C3_P02_V06_CA1",0.55864122949037,0.562882101345963,0.545097020515671,0.560942899258149,0.540560133388106,0.548147790155378,0.534694198100669,2,10,16
"abalone_C3_P02_V07_CA0",0.468864026290989,0.440114298141749,0.432091680158519,0.444941159413286,0.44291738153348,0.44197496556557,0.42645530773506,2,8,30
"abalone_C3_P02_V07_CA1",0.487325713457217,0.464387550443419,0.456316603436194,0.464472126235411,0.446433318029142,0.45739796534809,0.447783510137013,2,8,20
"abalone_C3_P02_V08_CA0",0.382524224923278,0.355097503805911,0.357797888021651,0.365862793900877,0.368514849092623,0.374417031148056,0.333790445351956,2,6,28
"abalone_C3_P02_V08_CA1",0.484510547809487,0.485072372713433,0.490056303312955,0.494134064712563,0.464454002851412,0.465076239035353,0.460086267307832,2,8,16
"abalone_C3_P02_V09_CA0",0.437474325206002,0.395754295242008,0.400798637121523,0.408621897880772,0.41990068385569,0.428406592078873,0.383300509871203,2,10,30
"abalone_C3_P02_V09_CA1",0.450631901988739,0.438634221781891,0.439105429765846,0.442113911509557,0.438495275837904,0.458485368387985,0.417783268491893,2,8,16
"abalone_C3_P02_V10_CA0",0.42302394703139,0.400599279897542,0.400871130657516,0.416058526448058,0.413466882536307,0.417780247927893,0.387650122030786,2,6,28
"abalone_C3_P05_V01_CA0",0.453816865218407,0.420270964727867,0.424653118430273,0.429502452697968,0.433758467647746,0.439413688390563,0.384070310675076,2,10,30
"abalone_C3_P05_V01_CA1",0.468173323989722,0.44822704975473,0.445828077551974,0.447820602662929,0.439932258818033,0.454581873394067,0.41806003270264,2,8,16
"abalone_C3_P05_V02_CA0",0.4782597523943,0.442702639570194,0.44784629759402,0.459430039710348,0.434816631628124,0.463064704508292,0.419558514365802,2,8,28
"abalone_C3_P05_V02_CA1",0.485617846297594,0.468773651016118,0.473501518336837,0.47024293389395,0.456215837421163,0.462237794907732,0.457785564120533,0,8,14
"abalone_C3_P05_V03_CA0",0.46489838822705,0.429600560616678,0.433216538192011,0.444748890446157,0.445419294557346,0.445195047886008,0.407470217238963,2,10,30
"abalone_C3_P05_V03_CA1",0.499936930623686,0.466517168885774,0.449670637701472,0.467871992525111,0.461053492174726,0.460364400840925,0.450329362298528,2,8,18
"abalone_C3_P05_V04_CA0",0.439079654286382,0.408082223779491,0.411013781826676,0.420908666199486,0.420871291754263,0.424767577668769,0.382897687456202,2,6,28
"abalone_C3_P05_V05_CA0",0.444249007241299,0.418596122401308,0.419983648680215,0.43221910768512,0.420819901892081,0.427745853772483,0.396256715720626,2,6,28
"abalone_C3_P05_V05_CA1",0.47875262789068,0.461410885307171,0.461270731137585,0.47281709880869,0.466486802149031,0.445524410184536,0.440860780191544,2,8,14
"abalone_C3_P05_V06_CA0",0.424459238495679,0.381132912870825,0.417033403410418,0.396246204157907,0.398703573931324,0.40705209063303,0.369053959355291,2,6,28
"abalone_C3_P05_V06_CA1",0.440808222377949,0.409946274234992,0.390530249941602,0.404143891614109,0.401611772950245,0.419124036440084,0.386803316982014,2,8,18
"abalone_C3_P05_V07_CA0",0.478990889978977,0.449180098107919,0.459362298528381,0.466797477224947,0.462959588881103,0.472018220042046,0.428953515533754,2,8,28
"abalone_C3_P05_V07_CA1",0.488694230320019,0.463594954449895,0.451009110021023,0.46934361130577,0.454349451062836,0.462022891847699,0.44153001635132,2,8,16
"abalone_C3_P05_V08_CA0",0.416890913338005,0.410172856809157,0.41732772716655,0.42389395001168,0.425258117262322,0.434809623919645,0.390443821537024,2,8,28
"abalone_C3_P05_V08_CA1",0.485066573230554,0.471135248773651,0.467180565288484,0.469392665265125,0.459156739079654,0.475367904695165,0.455241765942537,0,8,18
"abalone_C3_P05_V09_CA0",0.446374678813361,0.424875029198785,0.429672973604298,0.431864050455501,0.427386124737211,0.43042046250876,0.396756598925485,2,6,28
"abalone_C3_P05_V09_CA1",0.470357393132446,0.44475356225181,0.441999532819435,0.449850502219108,0.438540060733473,0.44267227283345,0.433039009577202,2,8,14
"abalone_C3_P05_V10_CA1",0.444746554543331,0.425096939967297,0.414879701004438,0.421055828077552,0.411784629759402,0.420677411819668,0.390907498248073,0,8,22
"appendicitis_C1_P05_V01_CNA",0.461764705882353,0.352941176470588,0.208823529411765,0.273529411764706,0.255882352941177,0.288235294117647,0.332352941176471,18,38,46
"appendicitis_C1_P05_V02_CNA",0.726470588235294,0.694117647058824,0.573529411764706,0.667647058823529,0.65,0.573529411764706,0.680882352941176,16,42,54
"appendicitis_C1_P05_V03_CNA",0.870588235294118,0.879411764705882,0.888235294117647,0.879411764705882,0.935294117647059,0.864705882352941,0.879411764705882,16,36,54
"appendicitis_C1_P05_V04_CNA",0.744117647058824,0.688235294117647,0.438235294117647,0.658823529411765,0.626470588235294,0.523529411764706,0.695588235294118,14,30,44
"appendicitis_C1_P05_V05_CNA",0.755882352941176,0.711764705882353,0.6,0.685294117647059,0.658823529411765,0.608823529411765,0.717647058823529,16,34,42
"appendicitis_C1_P05_V07_CNA",0.785294117647059,0.755882352941176,0.579411764705882,0.638235294117647,0.664705882352941,0.622058823529412,0.752941176470588,16,32,46
"appendicitis_C1_P05_V08_CNA",0.911764705882353,0.902941176470588,0.747058823529412,0.9,0.838235294117647,0.785294117647059,0.908823529411765,14,34,46
"appendicitis_C1_P05_V09_CNA",0.747058823529412,0.7,0.532352941176471,0.667647058823529,0.582352941176471,0.535294117647059,0.7,16,32,50
"appendicitis_C1_P05_V10_CNA",0.835294117647059,0.788235294117647,0.705882352941176,0.755882352941176,0.652941176470588,0.652941176470588,0.782352941176471,14,34,46
"Arrhythmia_withoutdupl_02_v01",0.754098360655738,0.741803278688525,0.757172131147541,0.75,0.739754098360656,0.716700819672131,0.758196721311475,16,34,44
"Arrhythmia_withoutdupl_02_v02",0.61577868852459,0.639344262295082,0.668032786885246,0.688524590163934,0.679303278688525,0.502049180327869,0.625,16,30,36
"Arrhythmia_withoutdupl_02_v03",0.956967213114754,0.953893442622951,0.954918032786885,0.945696721311475,0.956967213114754,0.95594262295082,0.95594262295082,18,32,46
"Arrhythmia_withoutdupl_02_v05",0.828893442622951,0.837090163934426,0.835040983606557,0.838114754098361,0.86577868852459,0.777151639344262,0.844262295081967,16,30,38
"Arrhythmia_withoutdupl_02_v06",0.774590163934426,0.748975409836066,0.727459016393443,0.773565573770492,0.738729508196721,0.506147540983607,0.723360655737705,18,36,52
"Arrhythmia_withoutdupl_02_v07",0.733606557377049,0.730532786885246,0.726434426229508,0.720286885245902,0.732581967213115,0.691598360655738,0.693647540983606,16,32,46
"Arrhythmia_withoutdupl_02_v08",0.810450819672131,0.866803278688525,0.910860655737705,0.823770491803279,0.899590163934426,0.910348360655738,0.859631147540984,16,34,48
"Arrhythmia_withoutdupl_02_v09",0.758196721311475,0.729508196721312,0.661885245901639,0.681352459016393,0.712090163934426,0.603483606557377,0.701844262295082,18,28,44
"Arrhythmia_withoutdupl_02_v10",0.767418032786885,0.741803278688525,0.741803278688525,0.748975409836066,0.743852459016393,0.75,0.747950819672131,16,34,42
"Arrhythmia_withoutdupl_05_v01",0.814549180327869,0.835040983606557,0.849385245901639,0.83094262295082,0.862704918032787,0.804986338797814,0.837260928961749,18,32,46
"Arrhythmia_withoutdupl_05_v02",0.817622950819672,0.843579234972678,0.798838797814208,0.849043715846995,0.848360655737705,0.504098360655738,0.845969945355191,16,32,50
"Arrhythmia_withoutdupl_05_v03",0.752049180327869,0.776639344262295,0.743169398907104,0.772882513661202,0.796448087431694,0.504098360655738,0.762465846994535,18,26,48
"Arrhythmia_withoutdupl_05_v04",0.782445355191257,0.781079234972678,0.735314207650273,0.766734972677596,0.781420765027322,0.504098360655738,0.770150273224044,18,28,38
"Arrhythmia_withoutdupl_05_v07",0.846311475409836,0.818647540983607,0.842554644808743,0.851775956284153,0.718237704918033,0.689207650273224,0.814036885245902,20,26,50
"Arrhythmia_withoutdupl_05_v09",0.881489071038251,0.895150273224044,0.891051912568306,0.896174863387978,0.884562841530055,0.814890710382514,0.896174863387978,16,32,38
"asbestos_C1_P05_V02_CA1",0.720930232558139,0.616279069767442,0.616279069767442,0.616279069767442,0.488372093023256,0.784883720930233,0.546511627906977,0,0,0
"asbestos_C1_P05_V03_CA1",0.465116279069767,0.651162790697674,0.651162790697674,0.662790697674419,0.732558139534884,0.813953488372093,0.686046511627907,0,0,0
"asbestos_C1_P05_V04_CA1",0.720930232558139,0.744186046511628,0.627906976744186,0.686046511627907,0.790697674418605,0.848837209302326,0.720930232558139,0,0,0
"asbestos_C1_P05_V05_CA1",0.953488372093023,0.930232558139535,0.837209302325581,0.918604651162791,0.906976744186047,0.895348837209302,0.930232558139535,0,0,0
"asbestos_C1_P05_V06_CA1",0.918604651162791,0.720930232558139,0.720930232558139,0.848837209302326,0.720930232558139,0.627906976744186,0.744186046511628,0,0,0
"asbestos_C1_P05_V07_CA1",0.383720930232558,0.476744186046512,0.476744186046512,0.593023255813953,0.383720930232558,0.476744186046512,0.616279069767442,0,0,0
"asbestos_C1_P05_V08_CA1",0.784883720930233,0.703488372093023,0.715116279069767,0.761627906976744,0.656976744186047,0.505813953488372,0.680232558139535,0,0,0
"asbestos_C1_P05_V10_CA1",0.843023255813953,0.691860465116279,0.854651162790698,0.854651162790698,0.656976744186047,0.656976744186047,0.726744186046512,0,0,0
"asbestos_C3_P05_V01_CA1",0.275132275132275,0.26984126984127,0.391534391534392,0.417989417989418,0.417989417989418,0.354497354497354,0.312169312169312,2,10,16
"asbestos_C3_P05_V02_CA1",0.275132275132275,0.343915343915344,0.322751322751323,0.396825396825397,0.592592592592593,0.380952380952381,0.35978835978836,2,10,14
"asbestos_C3_P05_V03_CA1",0.71957671957672,0.560846560846561,0.53968253968254,0.555555555555555,0.518518518518518,0.613756613756614,0.592592592592593,2,10,16
"asbestos_C3_P05_V04_CA1",0.624338624338624,0.502645502645503,0.439153439153439,0.444444444444444,0.439153439153439,0.502645502645503,0.465608465608466,4,10,14
"asbestos_C3_P05_V05_CA1",0.714285714285714,0.603174603174603,0.53968253968254,0.613756613756614,0.534391534391534,0.616402116402116,0.603174603174603,2,10,14
"asbestos_C3_P05_V06_CA1",0.19047619047619,0.105820105820106,0.26984126984127,0.259259259259259,0.44973544973545,0.486772486772487,0.121693121693122,2,10,14
"asbestos_C3_P05_V07_CA1",0.444444444444444,0.354497354497354,0.35978835978836,0.407407407407407,0.343915343915344,0.28042328042328,0.423280423280423,2,10,14
"asbestos_C3_P05_V08_CA1",0.624338624338624,0.492063492063492,0.439153439153439,0.455026455026455,0.439153439153439,0.5,0.513227513227513,4,10,16
"asbestos_C3_P05_V09_CA1",0.544973544973545,0.650793650793651,0.682539682539682,0.687830687830688,0.698412698412698,0.595238095238095,0.64021164021164,2,10,14
"asbestos_C3_P05_V10_CA1",0.481481481481481,0.592592592592593,0.608465608465608,0.613756613756614,0.619047619047619,0.489417989417989,0.608465608465608,4,10,16
"australian_C1_P02_V01_CA0",0.538545059717698,0.489685124864278,0.507600434310532,0.483170466883822,0.425624321389794,0.408794788273616,0.48371335504886,4,20,44
"australian_C1_P02_V01_CA1",0.814875135722041,0.759500542888165,0.658523344191097,0.758957654723127,0.6085776330076,0.720955483170467,0.775244299674267,0,6,18
"australian_C1_P02_V02_CA0",0.510314875135722,0.492942453854506,0.498371335504886,0.492942453854506,0.459826275787188,0.369163952225841,0.502171552660152,4,20,38
"australian_C1_P02_V02_CA1",0.737242128121607,0.698697068403909,0.713355048859935,0.716612377850163,0.507600434310532,0.742942453854506,0.716612377850163,0,4,18
"australian_C1_P02_V03_CA0",0.656351791530945,0.659066232356135,0.652008686210641,0.657437567861021,0.687839305103149,0.576547231270358,0.671552660152009,2,22,46
"australian_C1_P02_V03_CA1",0.923452768729642,0.893593919652552,0.842562432138979,0.910966340933768,0.714983713355049,0.876221498371335,0.873507057546145,0,8,18
"australian_C1_P02_V04_CA0",0.416938110749186,0.41313789359392,0.415309446254072,0.425624321389794,0.356677524429967,0.392508143322476,0.419381107491857,4,22,36
"australian_C1_P02_V04_CA1",0.867535287730727,0.846362649294245,0.765472312703583,0.845276872964169,0.746471226927253,0.757871878393051,0.843648208469055,0,6,18
"australian_C1_P02_V05_CA0",0.590119435396308,0.594462540716612,0.602605863192182,0.591205211726384,0.590119435396308,0.652551574375679,0.595819761129207,4,22,40
"australian_C1_P02_V05_CA1",0.890336590662324,0.861563517915309,0.916395222584148,0.884907709011943,0.705754614549403,0.818675352877307,0.858306188925081,0,2,18
"australian_C1_P02_V06_CA0",0.355048859934853,0.340933767643865,0.344191096634093,0.336047774158523,0.293702497285559,0.299674267100977,0.335233441910966,4,20,40
"australian_C1_P02_V06_CA1",0.697611292073833,0.651465798045603,0.684581976112921,0.667209554831705,0.52171552660152,0.599348534201954,0.672638436482085,0,2,18
"australian_C1_P02_V07_CA0",0.343648208469055,0.348534201954397,0.347448425624321,0.345276872964169,0.361563517915309,0.350705754614549,0.383821932681867,2,20,44
"australian_C1_P02_V07_CA1",0.681324647122693,0.671009771986971,0.654723127035831,0.697068403908795,0.482627578718784,0.618349619978285,0.693539630836048,0,4,18
"australian_C1_P02_V08_CA0",0.463626492942454,0.482084690553746,0.490770901194354,0.482627578718784,0.494028230184582,0.407166123778502,0.433224755700326,4,22,44
"australian_C1_P02_V08_CA1",0.761129207383279,0.730727470141151,0.725841476655809,0.813789359391965,0.488056460369164,0.747557003257329,0.743756786102063,0,2,18
